order_id,customer_id,product_id,order_date,quantity,revenue,discount
54,50,21,2025-09-12,2,471.2,0.0
55,276,5,2025-06-21,1,142.42,0.1
56,201,29,2025-02-04,1,64.35,0.0
57,65,8,2025-03-17,3,250.48,0.1
58,147,26,2025-04-03,3,260.4,0.05
59,38,20,2025-06-06,1,131.31,0.0
60,28,4,2025-03-17,2,56.0,0.2
61,194,24,2025-06-11,1,59.5,0.1
62,257,8,2025-03-28,3,278.31,0.0
63,153,18,2025-03-02,2,369.28,0.05
64,283,8,2025-04-03,2,176.26,0.05
65,142,3,2025-08-25,2,416.82,0.0
66,141,29,2025-02-18,3,193.05,0.0
67,136,11,2025-03-31,2,151.82,0.0
68,192,30,2025-04-16,1,29.74,0.0
69,233,9,2025-02-06,1,181.4,0.05
70,277,19,2025-02-28,1,159.25,0.0
71,192,11,2025-05-27,1,75.91,0.0
72,46,13,2025-01-01,2,257.2,0.1
73,72,8,2025-04-19,2,166.99,0.1
74,90,7,2025-09-07,2,198.74,0.0
75,174,23,2025-06-07,2,325.64,0.1
76,177,15,2025-05-26,1,193.19,0.1
77,161,4,2025-03-23,2,70.0,0.0
78,84,17,2025-08-13,2,405.98,0.0
79,143,9,2025-09-15,2,343.71,0.1
80,266,14,2025-07-29,1,44.64,0.15
81,39,28,2025-09-16,2,442.66,0.05
82,117,2,2025-04-03,3,158.27,0.1
83,296,2,2025-03-22,1,58.62,0.0
84,235,1,2025-08-01,3,235.55,0.05
85,223,25,2025-04-17,1,97.73,0.0
86,73,21,2025-05-02,3,706.8,0.0
87,288,3,2025-07-14,2,395.98,0.05
88,41,23,2025-03-16,1,180.91,0.0
89,118,4,2025-06-16,1,35.0,0.0
90,7,4,2025-02-25,1,35.0,0.0
91,148,19,2025-06-06,1,151.29,0.05
92,126,11,2025-03-05,2,144.23,0.05
93,176,20,2025-07-23,3,374.23,0.05
94,113,13,2025-03-08,1,142.89,0.0
95,154,27,2025-08-22,1,228.61,0.0
96,125,15,2025-09-02,3,643.98,0.0
97,122,29,2025-02-06,1,64.35,0.0
98,35,23,2025-05-14,2,289.46,0.2
99,201,17,2025-03-18,1,162.39,0.2
100,109,16,2025-03-09,2,219.18,0.0
101,162,13,2025-02-11,1,142.89,0.0
102,51,26,2025-01-21,2,155.33,0.15
103,92,24,2025-05-05,1,66.11,0.0
104,139,4,2025-04-09,2,70.0,0.0
105,214,25,2025-06-01,1,92.84,0.05
106,8,28,2025-01-05,1,209.68,0.1
107,147,27,2025-04-27,1,205.75,0.1
108,173,15,2025-05-20,3,643.98,0.0
109,5,17,2025-07-03,2,385.68,0.05
110,12,6,2025-01-17,1,138.54,0.05
111,108,12,2025-03-11,1,173.36,0.05
112,75,1,2025-08-04,1,78.52,0.05
113,249,19,2025-08-30,1,135.36,0.15
114,219,18,2025-04-02,1,184.64,0.05
115,239,4,2025-06-12,1,35.0,0.0
116,225,8,2025-05-27,3,278.31,0.0
117,13,15,2025-07-08,1,203.93,0.05
118,214,11,2025-02-23,1,75.91,0.0
119,126,21,2025-07-23,1,235.6,0.0
120,35,24,2025-02-26,3,198.33,0.0
121,19,18,2025-09-21,1,174.92,0.1
122,30,7,2025-03-08,1,99.37,0.0
123,37,1,2025-02-06,2,148.77,0.1
124,188,9,2025-05-07,1,162.31,0.15
125,194,8,2025-01-23,1,83.49,0.1
126,260,30,2025-03-16,1,28.25,0.05
127,188,13,2025-06-22,1,142.89,0.0
128,83,27,2025-01-16,1,228.61,0.0
129,162,10,2025-05-24,3,130.74,0.0
130,13,24,2025-04-21,2,112.39,0.15
131,215,14,2025-04-30,3,157.56,0.0
132,118,29,2025-08-19,2,109.39,0.15
133,233,30,2025-09-26,2,59.48,0.0
134,275,25,2025-08-02,1,87.96,0.1
135,32,30,2025-03-15,1,26.77,0.1
136,54,20,2025-05-28,1,131.31,0.0
137,53,24,2025-01-22,3,188.41,0.05
138,205,27,2025-09-21,1,228.61,0.0
139,290,18,2025-09-05,1,174.92,0.1
140,204,17,2025-03-20,1,202.99,0.0
141,154,18,2025-04-06,3,524.77,0.1
142,88,18,2025-09-21,1,194.36,0.0
143,157,28,2025-05-19,1,232.98,0.0
144,147,9,2025-06-11,2,362.8,0.05
145,141,19,2025-06-26,3,477.75,0.0
146,179,5,2025-07-05,1,150.33,0.05
147,217,24,2025-06-24,2,119.0,0.1
148,13,5,2025-01-24,2,316.48,0.0
149,281,30,2025-07-20,2,56.51,0.05
150,211,12,2025-04-11,3,437.95,0.2
151,28,9,2025-05-26,3,515.56,0.1
152,13,18,2025-08-17,2,388.72,0.0
153,16,9,2025-06-15,1,171.85,0.1
154,100,13,2025-06-22,2,285.78,0.0
155,216,8,2025-09-20,2,166.99,0.1
156,28,6,2025-05-29,2,262.49,0.1
157,65,4,2025-01-21,2,70.0,0.0
158,13,25,2025-02-18,3,263.87,0.1
159,53,12,2025-02-22,1,182.48,0.0
160,165,6,2025-09-15,3,393.74,0.1
161,138,3,2025-04-21,3,593.97,0.05
162,182,20,2025-01-24,2,249.49,0.05
163,228,26,2025-07-07,1,82.23,0.1
164,119,28,2025-06-24,1,221.33,0.05
165,186,12,2025-06-30,1,164.23,0.1
166,222,9,2025-06-11,2,381.9,0.0
167,224,21,2025-06-02,1,212.04,0.1
168,7,20,2025-05-06,2,262.62,0.0
169,43,21,2025-05-15,2,400.52,0.15
170,160,11,2025-09-21,1,72.11,0.05
171,45,22,2025-02-28,2,95.49,0.15
172,157,2,2025-08-14,2,111.38,0.05
173,124,23,2025-08-06,2,289.46,0.2
174,119,5,2025-04-06,2,300.66,0.05
175,143,28,2025-08-21,1,232.98,0.0
176,199,10,2025-01-26,1,39.22,0.1
177,267,13,2025-06-30,2,285.78,0.0
178,49,15,2025-02-21,3,643.98,0.0
179,188,25,2025-02-16,1,87.96,0.1
180,282,17,2025-01-05,2,385.68,0.05
181,248,22,2025-06-10,1,56.17,0.0
182,226,15,2025-08-12,2,364.92,0.15
183,46,5,2025-03-03,3,427.25,0.1
184,78,10,2025-08-11,3,124.2,0.05
185,6,29,2025-01-08,2,109.39,0.15
186,108,1,2025-07-28,1,74.39,0.1
187,11,28,2025-03-11,1,232.98,0.0
188,252,16,2025-07-03,1,87.67,0.2
189,139,5,2025-03-30,1,150.33,0.05
190,154,6,2025-09-17,2,262.49,0.1
191,59,29,2025-04-17,1,61.13,0.05
192,247,8,2025-05-21,1,88.13,0.05
193,94,1,2025-02-08,1,82.65,0.0
194,88,18,2025-04-03,3,553.93,0.05
195,74,4,2025-04-11,2,59.5,0.15
196,255,11,2025-08-04,1,75.91,0.0
197,55,8,2025-04-01,3,278.31,0.0
198,141,13,2025-01-10,2,285.78,0.0
199,248,23,2025-06-04,1,144.73,0.2
200,160,25,2025-04-03,1,92.84,0.05
201,117,30,2025-06-12,1,23.79,0.2
202,91,26,2025-07-25,1,82.23,0.1
203,116,29,2025-06-30,1,64.35,0.0
204,114,1,2025-02-27,1,70.25,0.15
205,116,23,2025-09-23,1,180.91,0.0
206,105,5,2025-07-12,1,158.24,0.0
207,237,9,2025-08-09,2,362.8,0.05
208,139,24,2025-05-29,1,66.11,0.0
209,109,28,2025-07-18,1,198.03,0.15
210,132,23,2025-03-25,1,180.91,0.0
211,221,8,2025-02-10,1,88.13,0.05
212,46,28,2025-07-14,1,198.03,0.15
213,189,4,2025-01-24,1,31.5,0.1
214,290,25,2025-06-30,2,195.46,0.0
215,69,30,2025-06-30,3,84.76,0.05
216,249,28,2025-02-23,3,698.94,0.0
217,138,8,2025-04-13,3,278.31,0.0
218,212,3,2025-06-28,3,562.71,0.1
219,38,19,2025-08-27,1,135.36,0.15
220,30,30,2025-01-25,1,29.74,0.0
221,185,30,2025-02-16,3,89.22,0.0
222,16,24,2025-01-22,2,125.61,0.05
223,241,16,2025-02-28,1,98.63,0.1
224,162,30,2025-01-09,1,23.79,0.2
225,10,22,2025-02-17,2,106.72,0.05
226,123,21,2025-04-12,1,223.82,0.05
227,217,19,2025-03-22,1,159.25,0.0
228,194,8,2025-04-06,1,83.49,0.1
229,167,29,2025-05-06,1,64.35,0.0
230,251,9,2025-03-14,2,381.9,0.0
231,245,3,2025-03-04,1,187.57,0.1
232,175,13,2025-07-02,1,142.89,0.0
233,271,4,2025-02-01,2,70.0,0.0
234,43,20,2025-03-19,1,124.74,0.05
235,162,29,2025-09-04,2,122.26,0.05
236,168,19,2025-07-12,2,286.65,0.1
237,13,16,2025-05-27,2,219.18,0.0
238,43,10,2025-03-30,2,78.44,0.1
239,151,2,2025-01-22,1,55.69,0.05
240,7,14,2025-04-24,1,49.89,0.05
241,124,1,2025-04-23,2,165.3,0.0
242,283,12,2025-04-07,2,328.46,0.1
243,69,22,2025-02-28,1,56.17,0.0
244,19,22,2025-07-16,1,56.17,0.0
245,47,7,2025-05-21,2,178.87,0.1
246,79,23,2025-01-14,1,162.82,0.1
247,248,20,2025-01-29,1,111.61,0.15
248,57,8,2025-08-06,3,264.39,0.05
249,17,2,2025-01-06,1,58.62,0.0
250,169,5,2025-03-23,1,150.33,0.05
251,219,17,2025-07-23,1,192.84,0.05
252,98,25,2025-07-27,1,97.73,0.0
253,74,6,2025-01-22,1,138.54,0.05
254,295,27,2025-06-06,3,685.83,0.0
255,41,22,2025-05-28,2,106.72,0.05
256,290,22,2025-05-14,1,50.55,0.1
257,48,6,2025-08-21,1,145.83,0.0
258,258,29,2025-03-06,1,64.35,0.0
259,266,21,2025-03-20,1,212.04,0.1
260,48,21,2025-09-05,3,671.46,0.05
261,25,13,2025-03-09,1,135.75,0.05
262,83,1,2025-05-18,2,148.77,0.1
263,46,10,2025-09-19,3,130.74,0.0
264,283,22,2025-06-27,1,47.74,0.15
265,127,25,2025-05-12,2,185.69,0.05
266,248,28,2025-02-12,1,209.68,0.1
267,212,13,2025-06-17,1,128.6,0.1
268,111,20,2025-02-16,1,131.31,0.0
269,69,11,2025-07-22,2,151.82,0.0
270,161,11,2025-01-16,1,75.91,0.0
271,138,18,2025-02-07,1,184.64,0.05
272,77,24,2025-06-23,1,62.8,0.05
273,91,14,2025-09-21,1,47.27,0.1
274,209,9,2025-04-17,1,190.95,0.0
275,284,1,2025-07-01,2,148.77,0.1
276,56,27,2025-09-15,2,388.64,0.15
277,123,28,2025-08-18,1,221.33,0.05
278,114,28,2025-04-17,2,419.36,0.1
279,18,2,2025-03-04,3,158.27,0.1
280,186,25,2025-07-24,2,185.69,0.05
281,135,29,2025-03-29,2,128.7,0.0
282,129,23,2025-01-03,3,542.73,0.0
283,121,1,2025-04-12,3,247.95,0.0
284,133,17,2025-07-21,2,365.38,0.1
285,109,15,2025-03-25,1,214.66,0.0
286,69,1,2025-07-15,2,165.3,0.0
287,234,23,2025-06-02,2,325.64,0.1
288,52,24,2025-06-02,2,132.22,0.0
289,32,23,2025-02-05,3,542.73,0.0
290,295,16,2025-04-07,1,109.59,0.0
291,137,6,2025-04-19,1,145.83,0.0
292,118,5,2025-03-28,1,158.24,0.0
293,214,9,2025-08-27,2,381.9,0.0
294,160,14,2025-04-22,2,105.04,0.0
295,104,21,2025-05-14,2,447.64,0.05
296,150,22,2025-07-28,3,168.51,0.0
297,122,10,2025-04-25,2,87.16,0.0
298,234,28,2025-01-11,3,698.94,0.0
299,47,22,2025-05-07,1,56.17,0.0
300,152,8,2025-05-17,1,92.77,0.0
301,19,3,2025-06-24,1,208.41,0.0
302,141,22,2025-04-03,2,101.11,0.1
303,245,29,2025-05-08,1,61.13,0.05
304,269,5,2025-01-07,1,150.33,0.05
305,193,17,2025-03-03,1,172.54,0.15
306,251,29,2025-07-26,2,122.26,0.05
307,282,28,2025-05-24,1,209.68,0.1
308,73,24,2025-04-03,1,56.19,0.15
309,118,9,2025-07-18,3,544.21,0.05
310,147,2,2025-05-19,2,117.24,0.0
311,57,8,2025-05-26,1,92.77,0.0
312,194,8,2025-01-22,3,278.31,0.0
313,185,8,2025-08-08,2,176.26,0.05
314,173,18,2025-02-14,3,583.08,0.0
315,221,27,2025-08-22,2,457.22,0.0
316,3,22,2025-07-25,1,50.55,0.1
317,132,27,2025-03-01,2,457.22,0.0
318,107,27,2025-08-23,1,205.75,0.1
319,49,9,2025-06-08,2,381.9,0.0
320,207,16,2025-05-16,1,104.11,0.05
321,295,26,2025-07-28,1,82.23,0.1
322,192,12,2025-01-29,1,182.48,0.0
323,265,28,2025-08-03,1,232.98,0.0
324,292,10,2025-09-02,3,117.67,0.1
325,170,29,2025-09-26,1,64.35,0.0
326,8,8,2025-02-28,1,92.77,0.0
327,94,30,2025-07-23,1,28.25,0.05
328,207,16,2025-03-22,1,98.63,0.1
329,279,18,2025-08-12,1,194.36,0.0
330,294,25,2025-08-27,1,83.07,0.15
331,222,29,2025-05-09,3,193.05,0.0
332,156,21,2025-04-20,2,424.08,0.1
333,278,10,2025-07-26,2,82.8,0.05
334,204,1,2025-01-28,1,78.52,0.05
335,22,6,2025-04-06,1,131.25,0.1
336,120,14,2025-06-27,3,157.56,0.0
337,187,24,2025-08-20,2,132.22,0.0
338,77,6,2025-09-15,1,131.25,0.1
339,256,6,2025-06-25,1,116.66,0.2
340,299,29,2025-04-01,2,109.39,0.15
341,163,15,2025-09-10,2,429.32,0.0
342,187,21,2025-03-27,3,706.8,0.0
343,114,17,2025-07-02,1,202.99,0.0
344,3,16,2025-07-16,2,219.18,0.0
345,25,4,2025-03-02,2,63.0,0.1
346,171,2,2025-03-15,2,117.24,0.0
347,276,16,2025-07-30,1,93.15,0.15
348,183,28,2025-07-16,1,221.33,0.05
349,149,12,2025-02-19,2,310.22,0.15
350,170,20,2025-06-15,1,124.74,0.05
351,288,11,2025-07-08,1,75.91,0.0
352,182,18,2025-03-16,2,369.28,0.05
353,59,25,2025-07-01,1,92.84,0.05
354,64,7,2025-09-17,1,99.37,0.0
355,214,18,2025-07-28,2,330.41,0.15
356,112,1,2025-02-28,1,78.52,0.05
357,296,22,2025-01-20,3,143.23,0.15
358,156,24,2025-03-31,3,168.58,0.15
359,293,17,2025-08-18,1,172.54,0.15
360,26,11,2025-05-30,2,151.82,0.0
361,296,26,2025-07-28,2,155.33,0.15
362,144,14,2025-08-23,2,84.03,0.2
363,155,21,2025-08-03,1,188.48,0.2
364,212,5,2025-08-22,1,150.33,0.05
365,119,25,2025-09-21,2,195.46,0.0
366,276,28,2025-08-19,2,372.77,0.2
367,273,10,2025-01-11,1,43.58,0.0
368,58,2,2025-09-08,2,117.24,0.0
369,216,10,2025-02-21,2,82.8,0.05
370,293,30,2025-03-13,2,59.48,0.0
371,110,8,2025-04-03,3,278.31,0.0
372,138,7,2025-01-28,1,99.37,0.0
373,13,4,2025-04-11,1,31.5,0.1
374,223,18,2025-06-15,3,553.93,0.05
375,11,28,2025-04-06,3,698.94,0.0
376,266,8,2025-05-08,3,278.31,0.0
377,112,28,2025-05-25,1,221.33,0.05
378,106,21,2025-07-03,1,223.82,0.05
379,89,16,2025-01-18,1,87.67,0.2
380,106,15,2025-06-16,2,343.46,0.2
381,40,20,2025-08-06,1,124.74,0.05
382,208,9,2025-02-07,1,171.85,0.1
383,249,3,2025-02-17,1,208.41,0.0
384,295,4,2025-07-06,1,33.25,0.05
385,229,6,2025-03-18,1,138.54,0.05
386,270,22,2025-05-12,2,106.72,0.05
387,281,13,2025-06-09,1,142.89,0.0
388,120,28,2025-02-22,3,594.1,0.15
389,131,13,2025-09-03,1,121.46,0.15
390,96,29,2025-07-19,3,193.05,0.0
391,206,3,2025-09-13,1,208.41,0.0
392,287,29,2025-09-12,2,128.7,0.0
393,127,9,2025-09-11,2,324.61,0.15
394,13,13,2025-05-07,1,128.6,0.1
395,276,20,2025-07-24,1,131.31,0.0
396,273,24,2025-02-27,1,56.19,0.15
397,279,14,2025-09-21,1,52.52,0.0
398,187,13,2025-08-17,1,128.6,0.1
399,189,16,2025-01-02,3,328.77,0.0
400,286,7,2025-01-13,1,99.37,0.0
401,94,18,2025-09-26,1,194.36,0.0
402,149,16,2025-02-24,1,104.11,0.05
403,116,15,2025-07-20,2,407.85,0.05
404,53,23,2025-06-29,3,515.59,0.05
405,137,22,2025-01-01,2,112.34,0.0
406,98,16,2025-09-22,2,197.26,0.1
407,72,27,2025-07-09,2,457.22,0.0
408,232,10,2025-07-09,1,39.22,0.1
409,171,17,2025-08-09,2,385.68,0.05
410,56,6,2025-04-12,2,262.49,0.1
411,200,9,2025-08-15,1,190.95,0.0
412,149,19,2025-03-04,1,151.29,0.05
413,273,6,2025-05-27,3,437.49,0.0
414,38,23,2025-09-01,2,361.82,0.0
415,177,11,2025-06-13,1,72.11,0.05
416,58,17,2025-04-15,2,385.68,0.05
417,83,26,2025-09-09,1,91.37,0.0
418,184,27,2025-07-29,1,194.32,0.15
419,208,18,2025-05-17,2,388.72,0.0
420,142,13,2025-01-25,1,142.89,0.0
421,118,10,2025-03-14,1,41.4,0.05
422,10,19,2025-06-01,2,318.5,0.0
423,283,16,2025-04-23,1,109.59,0.0
424,181,12,2025-06-24,1,155.11,0.15
425,140,23,2025-05-12,1,180.91,0.0
426,66,30,2025-05-29,1,25.28,0.15
427,116,22,2025-09-10,1,56.17,0.0
428,25,21,2025-03-11,1,235.6,0.0
429,91,18,2025-05-29,2,330.41,0.15
430,151,3,2025-02-09,1,197.99,0.05
431,180,17,2025-07-19,1,182.69,0.1
432,5,26,2025-08-25,2,173.6,0.05
433,56,27,2025-08-25,3,685.83,0.0
434,73,27,2025-08-28,1,205.75,0.1
435,188,19,2025-01-30,1,151.29,0.05
436,90,13,2025-08-08,1,128.6,0.1
437,103,26,2025-07-03,1,91.37,0.0
438,52,25,2025-03-17,1,92.84,0.05
439,40,5,2025-04-21,1,158.24,0.0
440,191,10,2025-07-01,1,39.22,0.1
441,209,22,2025-06-15,1,56.17,0.0
442,8,30,2025-06-24,1,29.74,0.0
443,90,13,2025-05-25,3,407.24,0.05
444,78,13,2025-09-19,1,142.89,0.0
445,239,8,2025-05-23,3,250.48,0.1
446,269,17,2025-09-02,1,202.99,0.0
447,197,22,2025-02-27,1,56.17,0.0
448,26,15,2025-01-05,1,214.66,0.0
449,198,27,2025-08-30,1,228.61,0.0
450,249,14,2025-01-13,2,105.04,0.0
451,19,11,2025-08-27,2,136.64,0.1
452,100,3,2025-05-02,2,375.14,0.1
453,145,7,2025-02-19,1,99.37,0.0
454,164,13,2025-05-08,3,428.67,0.0
455,239,30,2025-07-06,2,50.56,0.15
456,284,13,2025-07-13,1,142.89,0.0
457,280,15,2025-06-20,1,214.66,0.0
458,264,7,2025-04-13,1,99.37,0.0
459,286,10,2025-08-18,1,43.58,0.0
460,221,7,2025-03-01,1,89.43,0.1
461,173,23,2025-05-02,2,361.82,0.0
462,4,29,2025-01-06,1,54.7,0.15
463,96,9,2025-08-17,1,181.4,0.05
464,112,24,2025-04-16,1,59.5,0.1
465,96,4,2025-08-02,3,105.0,0.0
466,193,20,2025-05-30,1,124.74,0.05
467,3,9,2025-03-17,3,515.56,0.1
468,113,27,2025-08-21,1,228.61,0.0
469,83,29,2025-06-24,2,128.7,0.0
470,256,23,2025-01-30,1,180.91,0.0
471,237,24,2025-01-25,1,56.19,0.15
472,94,23,2025-05-07,1,180.91,0.0
473,116,16,2025-08-14,1,109.59,0.0
474,11,21,2025-08-02,2,471.2,0.0
475,209,30,2025-03-05,1,25.28,0.15
476,298,18,2025-02-23,1,194.36,0.0
477,241,19,2025-01-18,1,159.25,0.0
478,144,6,2025-08-27,1,138.54,0.05
479,246,2,2025-03-20,3,175.86,0.0
480,12,13,2025-09-11,1,128.6,0.1
481,253,17,2025-01-08,2,405.98,0.0
482,292,28,2025-04-28,2,442.66,0.05
483,101,30,2025-05-31,3,80.3,0.1
484,180,28,2025-07-14,2,419.36,0.1
485,275,13,2025-04-16,2,257.2,0.1
486,27,23,2025-05-28,1,180.91,0.0
487,164,2,2025-08-12,1,58.62,0.0
488,30,13,2025-02-03,2,285.78,0.0
489,221,4,2025-01-22,2,59.5,0.15
490,231,19,2025-02-07,3,406.09,0.15
491,148,9,2025-02-19,1,190.95,0.0
492,126,11,2025-06-14,3,204.96,0.1
493,300,2,2025-03-18,1,58.62,0.0
494,95,7,2025-03-09,1,99.37,0.0
495,159,3,2025-07-08,1,166.73,0.2
496,288,2,2025-07-06,2,117.24,0.0
497,194,28,2025-05-24,3,698.94,0.0
498,107,24,2025-05-09,1,62.8,0.05
499,4,7,2025-04-05,1,84.46,0.15
500,47,28,2025-06-30,1,209.68,0.1
501,106,24,2025-09-17,2,132.22,0.0
502,296,18,2025-06-20,1,165.21,0.15
503,12,3,2025-07-01,1,187.57,0.1
504,182,30,2025-03-25,3,89.22,0.0
505,96,29,2025-09-23,2,109.39,0.15
506,225,13,2025-02-11,2,257.2,0.1
507,237,22,2025-07-04,2,101.11,0.1
508,283,9,2025-06-11,1,181.4,0.05
509,12,8,2025-03-14,2,185.54,0.0
510,10,25,2025-08-14,2,185.69,0.05
511,66,1,2025-05-04,2,165.3,0.0
512,159,25,2025-03-19,1,97.73,0.0
513,12,5,2025-06-05,2,300.66,0.05
514,280,21,2025-04-20,3,600.78,0.15
515,216,14,2025-06-11,1,52.52,0.0
516,36,13,2025-01-22,3,385.8,0.1
517,217,1,2025-06-13,2,140.5,0.15
518,195,23,2025-05-03,1,153.77,0.15
519,149,8,2025-08-31,3,278.31,0.0
520,206,6,2025-03-28,3,437.49,0.0
521,46,15,2025-02-13,1,182.46,0.15
522,44,2,2025-09-18,2,99.65,0.15
523,104,27,2025-07-25,1,228.61,0.0
524,287,3,2025-03-24,3,625.23,0.0
525,288,8,2025-09-08,2,176.26,0.05
526,201,29,2025-04-05,3,173.75,0.1
527,219,25,2025-03-13,1,97.73,0.0
528,96,11,2025-02-23,1,72.11,0.05
529,218,16,2025-04-09,2,208.22,0.05
530,193,26,2025-04-21,1,91.37,0.0
531,8,29,2025-04-22,1,64.35,0.0
532,188,3,2025-07-16,1,208.41,0.0
533,212,13,2025-03-14,2,285.78,0.0
534,275,6,2025-06-22,1,145.83,0.0
535,188,25,2025-03-27,2,195.46,0.0
536,43,19,2025-07-19,1,151.29,0.05
537,115,26,2025-03-18,2,164.47,0.1
538,211,16,2025-02-08,1,104.11,0.05
539,267,26,2025-02-11,1,77.66,0.15
540,98,11,2025-08-18,1,72.11,0.05
541,65,3,2025-08-20,1,208.41,0.0
542,263,11,2025-06-03,3,216.34,0.05
543,51,21,2025-02-15,2,471.2,0.0
544,269,25,2025-04-28,3,293.19,0.0
545,118,4,2025-03-16,1,31.5,0.1
546,122,11,2025-08-03,2,151.82,0.0
547,28,11,2025-01-26,1,75.91,0.0
548,164,14,2025-02-04,3,149.68,0.05
549,208,14,2025-04-03,2,105.04,0.0
550,217,19,2025-04-16,1,143.33,0.1
551,64,22,2025-09-01,1,56.17,0.0
552,87,25,2025-01-07,3,293.19,0.0
553,169,10,2025-05-18,1,41.4,0.05
554,230,27,2025-06-10,1,228.61,0.0
555,188,2,2025-01-04,1,55.69,0.05
556,218,4,2025-01-01,3,105.0,0.0
557,189,3,2025-01-08,2,416.82,0.0
558,292,18,2025-09-01,1,174.92,0.1
559,32,14,2025-05-26,2,105.04,0.0
560,16,3,2025-02-16,1,208.41,0.0
561,260,5,2025-01-17,3,427.25,0.1
562,39,9,2025-05-12,3,572.85,0.0
563,203,2,2025-04-18,2,105.52,0.1
564,18,26,2025-06-30,2,182.74,0.0
565,87,26,2025-08-25,3,246.7,0.1
566,200,24,2025-03-27,1,62.8,0.05
567,95,30,2025-01-30,1,25.28,0.15
568,229,12,2025-04-28,3,547.44,0.0
569,246,21,2025-09-04,2,471.2,0.0
570,190,21,2025-09-15,2,471.2,0.0
571,172,22,2025-09-16,1,53.36,0.05
572,186,1,2025-04-05,1,82.65,0.0
573,210,4,2025-04-08,2,70.0,0.0
574,172,6,2025-01-25,1,145.83,0.0
575,251,16,2025-06-16,2,219.18,0.0
576,179,23,2025-09-22,1,180.91,0.0
577,215,5,2025-02-11,2,300.66,0.05
578,251,7,2025-05-03,1,99.37,0.0
579,29,15,2025-02-04,3,643.98,0.0
580,294,13,2025-05-27,1,142.89,0.0
581,122,20,2025-06-24,2,262.62,0.0
582,45,8,2025-01-16,2,148.43,0.2
583,9,28,2025-01-15,3,629.05,0.1
584,278,24,2025-04-23,2,125.61,0.05
585,266,11,2025-07-27,3,216.34,0.05
586,12,25,2025-07-07,1,87.96,0.1
587,279,11,2025-05-14,2,129.05,0.15
588,18,30,2025-05-21,1,28.25,0.05
589,146,27,2025-04-02,1,228.61,0.0
590,160,15,2025-05-17,2,407.85,0.05
591,68,14,2025-09-06,1,52.52,0.0
592,6,16,2025-04-04,2,219.18,0.0
593,25,20,2025-04-28,1,118.18,0.1
594,66,10,2025-06-24,2,87.16,0.0
595,114,15,2025-09-06,1,182.46,0.15
596,26,14,2025-01-14,3,141.8,0.1
597,216,9,2025-07-12,1,171.85,0.1
598,214,23,2025-03-17,2,361.82,0.0
599,187,1,2025-01-28,1,82.65,0.0
600,126,17,2025-02-06,1,172.54,0.15
601,127,3,2025-06-17,3,625.23,0.0
602,150,16,2025-01-28,1,109.59,0.0
603,46,8,2025-08-24,3,236.56,0.15
604,232,21,2025-03-06,3,706.8,0.0
605,64,23,2025-06-07,2,343.73,0.05
606,225,21,2025-04-13,1,223.82,0.05
